date,wheel,n1,n2,n3,n4,n5
15/10/2020,BARI,83,79,69,87,59
15/10/2020,CAGLIARI,65,47,52,43,7
15/10/2020,FIRENZE,80,9,50,63,30
15/10/2020,GENOVA,49,39,64,11,25
15/10/2020,MILANO,72,82,64,6,9
15/10/2020,NAPOLI,28,72,33,87,40
15/10/2020,PALERMO,48,33,7,12,62
15/10/2020,ROMA,32,20,83,48,40
15/10/2020,TORINO,63,35,73,2,28
15/10/2020,VENEZIA,23,8,37,27,35
15/10/2020,NAZIONALE,44,25,81,72,77
13/10/2020,BARI,26,78,70,83,51
13/10/2020,CAGLIARI,62,21,12,11,44
13/10/2020,FIRENZE,48,38,85,90,79
13/10/2020,GENOVA,81,57,25,32,34
13/10/2020,MILANO,13,49,15,82,27
13/10/2020,NAPOLI,31,9,27,24,33
13/10/2020,PALERMO,8,25,31,86,40
13/10/2020,ROMA,10,6,39,57,85
13/10/2020,TORINO,77,39,71,74,22
13/10/2020,VENEZIA,67,76,29,28,56
13/10/2020,NAZIONALE,30,40,42,26,16
10/10/2020,BARI,88,72,12,87,49
10/10/2020,CAGLIARI,22,20,56,59,30
10/10/2020,FIRENZE,5,39,74,53,86
10/10/2020,GENOVA,57,72,7,46,2
10/10/2020,MILANO,88,40,30,33,38
10/10/2020,NAPOLI,23,14,11,90,20
10/10/2020,PALERMO,12,18,89,6,20
10/10/2020,ROMA,76,3,45,20,44
10/10/2020,TORINO,64,30,43,69,16
10/10/2020,VENEZIA,56,60,32,17,46
10/10/2020,NAZIONALE,59,74,12,50,54
30/12/2021,BARI,89,15,9,38,43
30/12/2021,CAGLIARI,48,7,70,3,8
30/12/2021,FIRENZE,9,16,37,27,68
30/12/2021,GENOVA,88,4,60,25,43
30/12/2021,MILANO,61,32,9,88,75
30/12/2021,NAPOLI,57,45,69,4,32
30/12/2021,PALERMO,54,36,80,13,20
30/12/2021,ROMA,75,6,83,70,10
30/12/2021,TORINO,69,66,70,56,88
30/12/2021,VENEZIA,6,24,59,20,71
30/12/2021,NAZIONALE,43,90,39,24,77
28/12/2021,BARI,61,27,18,80,79
28/12/2021,CAGLIARI,82,50,52,16,58
28/12/2021,FIRENZE,84,57,75,77,71
28/12/2021,GENOVA,41,64,62,16,21
28/12/2021,MILANO,83,17,33,38,56
28/12/2021,NAPOLI,84,90,36,29,68
28/12/2021,PALERMO,66,17,78,72,24
28/12/2021,ROMA,13,61,6,77,60
28/12/2021,TORINO,89,6,22,57,19
28/12/2021,VENEZIA,37,11,27,9,45
28/12/2021,NAZIONALE,10,68,78,48,34
27/12/2021,BARI,44,58,36,53,43
27/12/2021,CAGLIARI,30,17,81,38,88
27/12/2021,FIRENZE,74,1,66,52,90
27/12/2021,GENOVA,76,84,9,23,34
27/12/2021,MILANO,46,45,50,25,33
27/12/2021,NAPOLI,6,66,70,87,67
27/12/2021,PALERMO,61,39,46,28,82
27/12/2021,ROMA,36,42,81,62,63
27/12/2021,TORINO,18,68,57,60,87
27/12/2021,VENEZIA,7,14,54,53,59
27/12/2021,NAZIONALE,64,23,72,58,62
23/12/2021,BARI,58,75,2,16,56
23/12/2021,CAGLIARI,45,89,58,17,63
23/12/2021,FIRENZE,28,70,41,80,25
23/12/2021,GENOVA,33,58,83,44,70
23/12/2021,MILANO,30,11,81,36,46
23/12/2021,NAPOLI,65,42,69,3,74
23/12/2021,PALERMO,31,57,3,46,12
23/12/2021,ROMA,16,64,36,23,24
23/12/2021,TORINO,65,29,18,38,46
23/12/2021,VENEZIA,49,10,47,24,28
23/12/2021,NAZIONALE,49,88,51,76,56
21/12/2021,BARI,90,52,55,28,53
21/12/2021,CAGLIARI,38,65,59,20,87
21/12/2021,FIRENZE,53,35,5,17,18
21/12/2021,GENOVA,73,57,28,5,29
21/12/2021,MILANO,77,37,20,53,22
21/12/2021,NAPOLI,23,18,38,70,57
21/12/2021,PALERMO,81,18,87,78,22
21/12/2021,ROMA,71,79,82,38,63
21/12/2021,TORINO,64,33,88,75,73
21/12/2021,VENEZIA,34,71,59,86,31
21/12/2021,NAZIONALE,50,90,51,16,87
18/12/2021,BARI,33,66,43,68,74
18/12/2021,CAGLIARI,82,34,56,5,24
18/12/2021,FIRENZE,43,5,76,60,10
18/12/2021,GENOVA,53,74,10,56,44
18/12/2021,MILANO,32,36,46,72,10
18/12/2021,NAPOLI,6,32,73,90,67
18/12/2021,PALERMO,3,7,42,88,56
18/12/2021,ROMA,59,38,75,33,51
18/12/2021,TORINO,63,62,78,53,27
18/12/2021,VENEZIA,55,49,16,56,74
18/12/2021,NAZIONALE,64,8,5,50,63
16/12/2021,BARI,44,70,29,10,62
16/12/2021,CAGLIARI,42,32,52,11,8
16/12/2021,FIRENZE,61,82,49,22,4
16/12/2021,GENOVA,90,81,47,77,45
16/12/2021,MILANO,28,55,61,59,87
16/12/2021,NAPOLI,14,32,35,64,79
16/12/2021,PALERMO,25,43,87,19,44
16/12/2021,ROMA,9,69,66,3,79
16/12/2021,TORINO,48,32,12,81,47
16/12/2021,VENEZIA,22,46,33,61,83
16/12/2021,NAZIONALE,84,13,37,53,44
14/12/2021,BARI,80,27,30,74,40
14/12/2021,CAGLIARI,24,73,56,21,6
14/12/2021,FIRENZE,11,1,29,23,75
14/12/2021,GENOVA,28,87,6,37,40
14/12/2021,MILANO,42,3,61,41,4
14/12/2021,NAPOLI,89,35,22,56,18
14/12/2021,PALERMO,29,33,52,39,74
14/12/2021,ROMA,65,50,3,34,89
14/12/2021,TORINO,12,68,71,85,55
14/12/2021,VENEZIA,10,45,23,29,82
14/12/2021,NAZIONALE,71,51,31,45,50
11/12/2021,BARI,89,74,77,56,53
11/12/2021,CAGLIARI,41,17,30,59,3
11/12/2021,FIRENZE,16,35,32,25,61
11/12/2021,GENOVA,11,80,41,1,59
11/12/2021,MILANO,84,88,74,34,89
11/12/2021,NAPOLI,56,63,20,48,51
11/12/2021,PALERMO,22,37,58,30,35
11/12/2021,ROMA,39,57,25,29,50
11/12/2021,TORINO,73,5,30,25,31
11/12/2021,VENEZIA,37,51,64,55,48
11/12/2021,NAZIONALE,31,5,86,62,45
30/11/2021,BARI,16,20,85,38,53
30/11/2021,CAGLIARI,43,13,63,61,87
30/11/2021,FIRENZE,73,43,39,87,24
30/11/2021,GENOVA,67,82,72,65,43
30/11/2021,MILANO,69,59,35,61,31
30/11/2021,NAPOLI,77,19,89,35,79
30/11/2021,PALERMO,36,75,40,26,70
30/11/2021,ROMA,3,2,29,70,44
30/11/2021,TORINO,86,26,8,5,52
30/11/2021,VENEZIA,62,10,41,35,5
30/11/2021,NAZIONALE,57,72,21,38,19
27/11/2021,BARI,72,30,67,5,88
27/11/2021,CAGLIARI,59,75,69,56,54
27/11/2021,FIRENZE,32,6,90,71,12
27/11/2021,GENOVA,88,28,84,13,49
27/11/2021,MILANO,51,35,33,18,23
27/11/2021,NAPOLI,28,15,6,84,30
27/11/2021,PALERMO,90,51,42,38,79
27/11/2021,ROMA,10,79,43,72,59
27/11/2021,TORINO,22,36,78,15,3
27/11/2021,VENEZIA,86,54,20,80,8
27/11/2021,NAZIONALE,39,7,67,48,33
25/11/2021,BARI,64,29,10,54,55
25/11/2021,CAGLIARI,33,9,7,69,80
25/11/2021,FIRENZE,85,31,72,76,39
25/11/2021,GENOVA,74,11,29,53,54
25/11/2021,MILANO,31,47,67,28,58
25/11/2021,NAPOLI,74,47,84,40,5
25/11/2021,PALERMO,26,10,56,65,61
25/11/2021,ROMA,78,80,32,6,70
25/11/2021,TORINO,31,49,44,17,57
25/11/2021,VENEZIA,71,15,66,32,5
25/11/2021,NAZIONALE,28,81,25,7,56
23/11/2021,BARI,35,29,68,86,47
23/11/2021,CAGLIARI,26,60,43,44,46
23/11/2021,FIRENZE,34,30,77,22,57
23/11/2021,GENOVA,18,46,82,2,24
23/11/2021,MILANO,60,43,39,88,20
23/11/2021,NAPOLI,72,23,51,57,22
23/11/2021,PALERMO,32,60,58,35,23
23/11/2021,ROMA,32,29,43,26,58
23/11/2021,TORINO,73,82,60,21,38
23/11/2021,VENEZIA,90,11,34,57,46
23/11/2021,NAZIONALE,66,58,69,75,2
20/11/2021,BARI,26,16,85,54,19
20/11/2021,CAGLIARI,80,81,86,25,13
20/11/2021,FIRENZE,48,65,7,74,44
20/11/2021,GENOVA,69,55,22,4,53
20/11/2021,MILANO,26,65,59,14,63
20/11/2021,NAPOLI,18,14,53,20,1
20/11/2021,PALERMO,61,88,7,20,71
20/11/2021,ROMA,57,3,44,56,27
20/11/2021,TORINO,12,52,82,79,3
20/11/2021,VENEZIA,8,86,38,41,90
20/11/2021,NAZIONALE,79,15,27,83,36
18/11/2021,BARI,64,50,86,88,54
18/11/2021,CAGLIARI,29,78,33,68,72
18/11/2021,FIRENZE,42,38,69,54,13
18/11/2021,GENOVA,46,2,36,41,29
18/11/2021,MILANO,33,37,70,71,21
18/11/2021,NAPOLI,41,57,27,6,82
18/11/2021,PALERMO,4,25,49,68,60
18/11/2021,ROMA,17,45,78,75,56
18/11/2021,TORINO,17,36,64,53,8
18/11/2021,VENEZIA,79,83,90,60,8
18/11/2021,NAZIONALE,51,26,63,83,43
16/11/2021,BARI,25,5,52,67,17
16/11/2021,CAGLIARI,6,17,85,14,60
16/11/2021,FIRENZE,70,81,8,90,53
16/11/2021,GENOVA,85,63,33,20,61
16/11/2021,MILANO,49,83,79,4,86
16/11/2021,NAPOLI,52,49,24,33,32
16/11/2021,PALERMO,39,77,12,34,53
16/11/2021,ROMA,67,63,69,51,8
16/11/2021,TORINO,87,37,78,56,74
16/11/2021,VENEZIA,8,3,76,42,36
16/11/2021,NAZIONALE,77,49,57,2,45
13/11/2021,BARI,3,72,8,1,49
13/11/2021,CAGLIARI,9,32,44,50,61
13/11/2021,FIRENZE,76,30,71,90,10
13/11/2021,GENOVA,11,40,36,23,44
13/11/2021,MILANO,34,73,50,58,89
13/11/2021,NAPOLI,81,2,78,57,76
13/11/2021,PALERMO,19,15,64,50,44
13/11/2021,ROMA,72,84,65,10,6
13/11/2021,TORINO,82,15,31,38,83
13/11/2021,VENEZIA,48,29,12,37,4
13/11/2021,NAZIONALE,53,36,72,8,85
11/11/2021,BARI,83,33,23,90,32
11/11/2021,CAGLIARI,4,3,46,43,51
11/11/2021,FIRENZE,12,59,84,38,62
11/11/2021,GENOVA,51,48,67,68,89
11/11/2021,MILANO,48,22,86,90,79
11/11/2021,NAPOLI,76,88,67,62,40
11/11/2021,PALERMO,27,53,64,80,44
11/11/2021,ROMA,66,52,36,37,17
11/11/2021,TORINO,2,86,79,27,81
11/11/2021,VENEZIA,76,45,1,5,77
11/11/2021,NAZIONALE,53,73,23,59,54
30/10/2021,BARI,69,65,86,14,75
30/10/2021,CAGLIARI,80,76,64,36,59
30/10/2021,FIRENZE,86,32,74,53,3
30/10/2021,GENOVA,42,14,13,35,71
30/10/2021,MILANO,90,10,75,15,11
30/10/2021,NAPOLI,89,36,43,45,82
30/10/2021,PALERMO,15,73,43,77,60
30/10/2021,ROMA,86,27,31,48,39
30/10/2021,TORINO,34,26,24,64,38
30/10/2021,VENEZIA,19,18,88,28,69
30/10/2021,NAZIONALE,55,2,66,7,58
28/10/2021,BARI,43,21,36,2,9
28/10/2021,CAGLIARI,26,37,44,50,14
28/10/2021,FIRENZE,54,31,42,6,59
28/10/2021,GENOVA,11,9,20,52,26
28/10/2021,MILANO,16,70,20,31,38
28/10/2021,NAPOLI,3,51,77,80,18
28/10/2021,PALERMO,48,55,31,23,49
28/10/2021,ROMA,88,32,43,90,74
28/10/2021,TORINO,16,24,10,15,20
28/10/2021,VENEZIA,23,33,39,32,5
28/10/2021,NAZIONALE,22,65,89,75,46
26/10/2021,BARI,20,50,86,8,23
26/10/2021,CAGLIARI,21,85,74,36,19
26/10/2021,FIRENZE,47,89,39,46,45
26/10/2021,GENOVA,50,4,83,43,85
26/10/2021,MILANO,81,6,10,72,25
26/10/2021,NAPOLI,85,4,87,84,55
26/10/2021,PALERMO,46,8,88,87,82
26/10/2021,ROMA,79,6,62,61,45
26/10/2021,TORINO,78,47,17,57,11
26/10/2021,VENEZIA,55,45,26,41,39
26/10/2021,NAZIONALE,83,8,21,28,7
23/10/2021,BARI,31,22,79,47,56
23/10/2021,CAGLIARI,63,73,27,41,86
23/10/2021,FIRENZE,74,37,41,71,19
23/10/2021,GENOVA,37,63,7,26,57
23/10/2021,MILANO,33,79,31,32,36
23/10/2021,NAPOLI,27,12,55,86,69
23/10/2021,PALERMO,12,38,62,1,27
23/10/2021,ROMA,57,43,37,81,68
23/10/2021,TORINO,37,69,88,44,11
23/10/2021,VENEZIA,18,36,73,15,8
23/10/2021,NAZIONALE,54,44,27,75,47
21/10/2021,BARI,70,76,54,57,35
21/10/2021,CAGLIARI,79,44,68,69,18
21/10/2021,FIRENZE,64,26,44,28,88
21/10/2021,GENOVA,45,27,48,21,67
21/10/2021,MILANO,29,16,81,40,77
21/10/2021,NAPOLI,12,64,79,65,14
21/10/2021,PALERMO,76,83,66,23,37
21/10/2021,ROMA,62,28,86,9,20
21/10/2021,TORINO,38,62,42,25,20
21/10/2021,VENEZIA,53,43,80,29,7
21/10/2021,NAZIONALE,4,61,75,71,21
19/10/2021,BARI,44,46,76,41,82
19/10/2021,CAGLIARI,18,17,20,51,64
19/10/2021,FIRENZE,26,60,24,48,82
19/10/2021,GENOVA,15,86,90,71,57
19/10/2021,MILANO,57,22,75,54,66
19/10/2021,NAPOLI,51,59,40,10,84
19/10/2021,PALERMO,78,14,40,24,30
19/10/2021,ROMA,26,5,33,43,18
19/10/2021,TORINO,7,32,28,51,16
19/10/2021,VENEZIA,84,7,79,31,47
19/10/2021,NAZIONALE,86,68,8,63,87
16/10/2021,BARI,84,12,77,49,79
16/10/2021,CAGLIARI,76,6,10,55,52
16/10/2021,FIRENZE,26,60,18,64,16
16/10/2021,GENOVA,13,79,47,24,82
16/10/2021,MILANO,73,68,60,88,38
16/10/2021,NAPOLI,36,56,2,26,47
16/10/2021,PALERMO,59,69,65,58,12
16/10/2021,ROMA,8,60,22,4,76
16/10/2021,TORINO,84,69,75,66,72
16/10/2021,VENEZIA,47,68,53,20,17
16/10/2021,NAZIONALE,79,87,89,30,36
14/10/2021,BARI,15,48,86,35,58
14/10/2021,CAGLIARI,7,47,16,14,69
14/10/2021,FIRENZE,78,45,58,11,64
14/10/2021,GENOVA,61,89,31,32,74
14/10/2021,MILANO,11,72,77,29,57
14/10/2021,NAPOLI,84,85,7,34,77
14/10/2021,PALERMO,10,77,75,43,86
14/10/2021,ROMA,33,48,4,55,5
14/10/2021,TORINO,16,35,56,34,75
14/10/2021,VENEZIA,42,62,40,6,85
14/10/2021,NAZIONALE,69,81,74,23,59
12/10/2021,BARI,17,40,61,53,81
12/10/2021,CAGLIARI,9,55,41,77,80
12/10/2021,FIRENZE,72,29,30,77,84
12/10/2021,GENOVA,14,65,11,61,4
12/10/2021,MILANO,41,63,61,29,66
12/10/2021,NAPOLI,71,55,34,5,36
12/10/2021,PALERMO,79,1,56,63,83
12/10/2021,ROMA,82,77,45,59,70
12/10/2021,TORINO,52,41,29,86,33
12/10/2021,VENEZIA,58,71,64,86,22
12/10/2021,NAZIONALE,1,7,30,84,6
31/12/2022,BARI,5,16,47,3,48
31/12/2022,CAGLIARI,76,33,87,68,46
31/12/2022,FIRENZE,58,47,71,1,24
31/12/2022,GENOVA,81,1,45,5,63
31/12/2022,MILANO,78,9,62,73,26
31/12/2022,NAPOLI,18,42,46,62,58
31/12/2022,PALERMO,48,10,14,27,25
31/12/2022,ROMA,40,10,9,70,38
31/12/2022,TORINO,39,56,53,34,44
31/12/2022,VENEZIA,77,85,26,10,66
31/12/2022,NAZIONALE,31,73,62,68,3
29/12/2022,BARI,46,43,14,39,3
29/12/2022,CAGLIARI,53,73,78,54,71
29/12/2022,FIRENZE,11,85,45,19,9
29/12/2022,GENOVA,55,74,20,58,15
29/12/2022,MILANO,67,64,26,11,86
29/12/2022,NAPOLI,34,78,83,69,32
29/12/2022,PALERMO,62,3,70,14,18
29/12/2022,ROMA,25,90,15,56,35
29/12/2022,TORINO,66,90,69,50,52
29/12/2022,VENEZIA,14,73,57,80,37
29/12/2022,NAZIONALE,8,31,52,35,44
27/12/2022,BARI,35,13,41,12,21
27/12/2022,CAGLIARI,55,62,54,24,8
27/12/2022,FIRENZE,83,5,85,27,32
27/12/2022,GENOVA,9,67,47,66,73
27/12/2022,MILANO,5,54,57,2,52
27/12/2022,NAPOLI,5,40,65,12,49
27/12/2022,PALERMO,61,32,89,17,31
27/12/2022,ROMA,50,78,66,39,22
27/12/2022,TORINO,26,34,53,35,57
27/12/2022,VENEZIA,34,85,88,1,58
27/12/2022,NAZIONALE,47,5,62,27,1
24/12/2022,BARI,42,46,39,44,1
24/12/2022,CAGLIARI,51,8,46,24,54
24/12/2022,FIRENZE,67,30,82,8,32
24/12/2022,GENOVA,62,28,46,8,67
24/12/2022,MILANO,4,7,77,68,9
24/12/2022,NAPOLI,12,80,69,2,67
24/12/2022,PALERMO,70,50,71,52,26
24/12/2022,ROMA,70,62,3,66,76
24/12/2022,TORINO,8,56,20,85,86
24/12/2022,VENEZIA,64,11,33,53,68
24/12/2022,NAZIONALE,50,60,84,68,26
22/12/2022,BARI,18,42,26,13,89
22/12/2022,CAGLIARI,27,50,28,12,26
22/12/2022,FIRENZE,21,68,16,81,7
22/12/2022,GENOVA,89,68,66,75,82
22/12/2022,MILANO,73,17,52,7,65
22/12/2022,NAPOLI,53,69,4,8,15
22/12/2022,PALERMO,33,58,47,53,54
22/12/2022,ROMA,82,74,52,5,7
22/12/2022,TORINO,14,39,41,31,69
22/12/2022,VENEZIA,59,46,50,77,55
22/12/2022,NAZIONALE,42,36,7,85,18
20/12/2022,BARI,11,25,64,6,4
20/12/2022,CAGLIARI,27,25,54,67,84
20/12/2022,FIRENZE,89,66,5,11,74
20/12/2022,GENOVA,78,27,45,69,11
20/12/2022,MILANO,45,7,13,25,71
20/12/2022,NAPOLI,46,23,29,81,87
20/12/2022,PALERMO,86,2,10,51,62
20/12/2022,ROMA,34,24,25,41,13
20/12/2022,TORINO,60,85,12,11,28
20/12/2022,VENEZIA,39,3,15,42,31
20/12/2022,NAZIONALE,12,38,40,56,2
17/12/2022,BARI,74,15,59,31,77
17/12/2022,CAGLIARI,40,23,39,46,61
17/12/2022,FIRENZE,15,26,84,72,69
17/12/2022,GENOVA,7,20,73,80,52
17/12/2022,MILANO,38,37,66,90,28
17/12/2022,NAPOLI,8,82,59,26,38
17/12/2022,PALERMO,86,29,78,84,20
17/12/2022,ROMA,73,45,65,21,86
17/12/2022,TORINO,89,54,12,63,25
17/12/2022,VENEZIA,63,45,81,34,58
17/12/2022,NAZIONALE,74,22,62,66,33
15/12/2022,BARI,84,79,82,36,63
15/12/2022,CAGLIARI,31,50,45,44,58
15/12/2022,FIRENZE,48,44,25,31,85
15/12/2022,GENOVA,15,20,21,22,41
15/12/2022,MILANO,45,13,15,68,36
15/12/2022,NAPOLI,83,57,43,18,23
15/12/2022,PALERMO,77,51,40,87,56
15/12/2022,ROMA,86,84,36,20,49
15/12/2022,TORINO,71,57,11,14,20
15/12/2022,VENEZIA,87,56,23,49,53
15/12/2022,NAZIONALE,6,1,68,70,77
13/12/2022,BARI,9,43,57,70,80
13/12/2022,CAGLIARI,42,77,59,29,34
13/12/2022,FIRENZE,37,17,1,64,20
13/12/2022,GENOVA,90,71,6,22,23
13/12/2022,MILANO,36,84,51,23,30
13/12/2022,NAPOLI,52,10,87,24,20
13/12/2022,PALERMO,14,73,11,87,44
13/12/2022,ROMA,28,66,65,64,56
13/12/2022,TORINO,89,72,19,26,6
13/12/2022,VENEZIA,45,35,36,66,8
13/12/2022,NAZIONALE,88,15,75,9,12
10/12/2022,BARI,62,67,70,89,74
10/12/2022,CAGLIARI,90,37,8,41,55
10/12/2022,FIRENZE,54,64,76,28,59
10/12/2022,GENOVA,7,49,4,36,11
10/12/2022,MILANO,17,21,30,80,72
10/12/2022,NAPOLI,51,28,81,83,59
10/12/2022,PALERMO,25,40,55,14,6
10/12/2022,ROMA,39,75,12,88,83
10/12/2022,TORINO,87,43,17,18,8
10/12/2022,VENEZIA,54,82,85,12,8
10/12/2022,NAZIONALE,2,81,80,83,33
29/11/2022,BARI,38,11,74,15,72
29/11/2022,CAGLIARI,47,78,90,2,59
29/11/2022,FIRENZE,63,11,86,48,89
29/11/2022,GENOVA,44,55,6,54,65
29/11/2022,MILANO,61,86,40,81,70
29/11/2022,NAPOLI,40,59,52,45,6
29/11/2022,PALERMO,41,27,89,29,76
29/11/2022,ROMA,16,8,2,36,86
29/11/2022,TORINO,14,68,71,47,42
29/11/2022,VENEZIA,83,75,86,71,58
29/11/2022,NAZIONALE,30,37,46,49,1
26/11/2022,BARI,36,74,22,54,80
26/11/2022,CAGLIARI,65,36,47,27,6
26/11/2022,FIRENZE,57,76,30,79,77
26/11/2022,GENOVA,66,90,63,24,70
26/11/2022,MILANO,65,80,33,69,36
26/11/2022,NAPOLI,72,28,16,66,29
26/11/2022,PALERMO,41,72,50,18,10
26/11/2022,ROMA,79,28,44,37,34
26/11/2022,TORINO,32,54,7,87,88
26/11/2022,VENEZIA,22,11,72,49,30
26/11/2022,NAZIONALE,39,74,61,81,45
24/11/2022,BARI,21,1,70,90,81
24/11/2022,CAGLIARI,63,58,54,32,18
24/11/2022,FIRENZE,66,77,4,29,37
24/11/2022,GENOVA,89,50,67,68,27
24/11/2022,MILANO,78,49,64,58,89
24/11/2022,NAPOLI,79,6,22,77,25
24/11/2022,PALERMO,39,64,65,10,71
24/11/2022,ROMA,9,39,31,54,58
24/11/2022,TORINO,41,37,88,33,61
24/11/2022,VENEZIA,43,40,58,66,23
24/11/2022,NAZIONALE,38,23,65,66,60
22/11/2022,BARI,74,30,7,16,48
22/11/2022,CAGLIARI,15,23,22,60,2
22/11/2022,FIRENZE,21,53,40,16,17
22/11/2022,GENOVA,10,86,75,56,37
22/11/2022,MILANO,15,49,61,38,14
22/11/2022,NAPOLI,78,35,31,88,27
22/11/2022,PALERMO,10,63,6,13,76
22/11/2022,ROMA,48,59,60,10,35
22/11/2022,TORINO,6,22,81,27,9
22/11/2022,VENEZIA,70,72,47,68,22
22/11/2022,NAZIONALE,31,26,27,42,53
19/11/2022,BARI,30,62,81,31,71
19/11/2022,CAGLIARI,83,15,57,9,26
19/11/2022,FIRENZE,37,77,12,59,79
19/11/2022,GENOVA,68,67,32,84,75
19/11/2022,MILANO,74,10,8,72,62
19/11/2022,NAPOLI,36,20,68,46,71
19/11/2022,PALERMO,61,46,40,69,81
19/11/2022,ROMA,49,71,57,73,61
19/11/2022,TORINO,23,52,5,17,27
19/11/2022,VENEZIA,50,5,1,62,35
19/11/2022,NAZIONALE,37,51,74,63,20
17/11/2022,BARI,34,40,63,20,10
17/11/2022,CAGLIARI,10,42,48,51,2
17/11/2022,FIRENZE,40,51,80,25,88
17/11/2022,GENOVA,87,10,44,26,55
17/11/2022,MILANO,8,10,68,44,48
17/11/2022,NAPOLI,70,85,76,69,34
17/11/2022,PALERMO,33,86,49,4,57
17/11/2022,ROMA,54,57,71,33,43
17/11/2022,TORINO,43,66,87,17,72
17/11/2022,VENEZIA,39,7,37,76,55
17/11/2022,NAZIONALE,4,59,50,18,8
15/11/2022,BARI,11,40,88,76,23
15/11/2022,CAGLIARI,41,50,57,28,56
15/11/2022,FIRENZE,70,87,45,59,7
15/11/2022,GENOVA,25,51,44,85,40
15/11/2022,MILANO,69,19,85,3,57
15/11/2022,NAPOLI,17,76,61,44,54
15/11/2022,PALERMO,3,7,68,39,25
15/11/2022,ROMA,75,80,28,42,30
15/11/2022,TORINO,85,41,51,31,55
15/11/2022,VENEZIA,25,14,63,74,77
15/11/2022,NAZIONALE,42,32,87,59,8
12/11/2022,BARI,85,24,10,29,59
12/11/2022,CAGLIARI,34,1,76,21,55
12/11/2022,FIRENZE,69,45,43,34,11
12/11/2022,GENOVA,79,86,2,52,37
12/11/2022,MILANO,22,44,24,9,20
12/11/2022,NAPOLI,14,31,16,56,41
12/11/2022,PALERMO,90,82,11,86,69
12/11/2022,ROMA,62,71,53,18,2
12/11/2022,TORINO,51,43,32,7,70
12/11/2022,VENEZIA,49,17,24,46,2
12/11/2022,NAZIONALE,80,50,32,76,64
10/11/2022,BARI,74,16,60,71,72
10/11/2022,CAGLIARI,80,1,55,74,33
10/11/2022,FIRENZE,32,84,70,8,13
10/11/2022,GENOVA,55,80,73,53,36
10/11/2022,MILANO,88,40,33,52,48
10/11/2022,NAPOLI,73,43,4,7,61
10/11/2022,PALERMO,66,75,89,26,43
10/11/2022,ROMA,59,90,54,17,58
10/11/2022,TORINO,23,22,73,61,40
10/11/2022,VENEZIA,75,28,89,76,67
10/11/2022,NAZIONALE,6,5,47,63,37
29/10/2022,BARI,20,22,71,49,30
29/10/2022,CAGLIARI,4,33,66,27,85
29/10/2022,FIRENZE,61,83,84,50,21
29/10/2022,GENOVA,43,70,11,76,38
29/10/2022,MILANO,61,26,71,80,67
29/10/2022,NAPOLI,74,71,41,66,7
29/10/2022,PALERMO,55,43,44,24,4
29/10/2022,ROMA,57,49,27,90,19
29/10/2022,TORINO,8,38,62,37,51
29/10/2022,VENEZIA,57,14,29,69,44
29/10/2022,NAZIONALE,88,26,72,18,75
27/10/2022,BARI,62,37,13,74,54
27/10/2022,CAGLIARI,24,35,45,23,48
27/10/2022,FIRENZE,80,31,64,44,16
27/10/2022,GENOVA,56,78,32,90,2
27/10/2022,MILANO,22,47,60,40,89
27/10/2022,NAPOLI,8,15,19,57,27
27/10/2022,PALERMO,62,80,39,83,82
27/10/2022,ROMA,40,77,56,50,54
27/10/2022,TORINO,84,43,89,22,16
27/10/2022,VENEZIA,11,1,68,16,31
27/10/2022,NAZIONALE,26,72,77,66,45
25/10/2022,BARI,75,26,11,74,12
25/10/2022,CAGLIARI,5,57,85,39,23
25/10/2022,FIRENZE,24,4,12,78,45
25/10/2022,GENOVA,84,30,5,27,59
25/10/2022,MILANO,5,10,64,82,16
25/10/2022,NAPOLI,18,80,49,78,81
25/10/2022,PALERMO,86,20,60,11,78
25/10/2022,ROMA,46,15,2,9,62
25/10/2022,TORINO,72,70,67,16,4
25/10/2022,VENEZIA,39,1,24,48,15
25/10/2022,NAZIONALE,26,33,17,81,38
22/10/2022,BARI,43,1,65,76,40
22/10/2022,CAGLIARI,90,27,4,71,62
22/10/2022,FIRENZE,64,18,5,37,1
22/10/2022,GENOVA,65,33,43,54,82
22/10/2022,MILANO,67,55,84,43,79
22/10/2022,NAPOLI,55,61,3,64,28
22/10/2022,PALERMO,44,48,67,31,35
22/10/2022,ROMA,27,70,14,15,36
22/10/2022,TORINO,71,48,41,13,84
22/10/2022,VENEZIA,80,77,43,53,3
22/10/2022,NAZIONALE,86,49,30,70,65
20/10/2022,BARI,3,17,30,15,2
20/10/2022,CAGLIARI,21,41,81,16,44
20/10/2022,FIRENZE,23,74,12,9,67
20/10/2022,GENOVA,25,58,16,15,6
20/10/2022,MILANO,7,79,87,13,8
20/10/2022,NAPOLI,64,58,56,2,6
20/10/2022,PALERMO,13,69,41,37,27
20/10/2022,ROMA,11,7,65,73,17
20/10/2022,TORINO,84,8,46,14,43
20/10/2022,VENEZIA,73,68,10,56,14
20/10/2022,NAZIONALE,89,33,23,70,80
18/10/2022,BARI,84,18,65,71,67
18/10/2022,CAGLIARI,28,61,90,75,27
18/10/2022,FIRENZE,41,52,67,44,50
18/10/2022,GENOVA,57,51,90,88,54
18/10/2022,MILANO,23,89,9,60,13
18/10/2022,NAPOLI,10,28,33,25,43
18/10/2022,PALERMO,38,50,28,44,9
18/10/2022,ROMA,32,45,7,16,58
18/10/2022,TORINO,19,39,68,29,7
