date,wheel,n1,n2,n3,n4,n5
28/12/2017,NAPOLI,21,47,33,17,58
28/12/2017,PALERMO,3,60,35,59,43
28/12/2017,ROMA,24,15,76,67,7
28/12/2017,TORINO,35,24,90,23,20
28/12/2017,VENEZIA,16,87,73,40,21
28/12/2017,NAZIONALE,53,23,50,51,78
27/12/2017,BARI,17,85,49,76,58
27/12/2017,CAGLIARI,54,10,63,89,72
27/12/2017,FIRENZE,86,40,41,76,2
27/12/2017,GENOVA,31,69,40,35,62
27/12/2017,MILANO,52,8,73,55,13
27/12/2017,NAPOLI,88,14,22,58,35
27/12/2017,PALERMO,28,90,33,31,20
27/12/2017,ROMA,76,73,32,26,18
27/12/2017,TORINO,6,89,76,5,25
27/12/2017,VENEZIA,42,49,1,83,29
27/12/2017,NAZIONALE,76,66,24,26,16
23/12/2017,BARI,85,3,25,80,14
23/12/2017,CAGLIARI,81,70,50,42,3
23/12/2017,FIRENZE,63,24,46,71,83
23/12/2017,GENOVA,63,16,28,6,47
23/12/2017,MILANO,31,50,14,40,54
23/12/2017,NAPOLI,14,84,50,16,29
23/12/2017,PALERMO,21,8,19,43,81
23/12/2017,ROMA,76,4,44,68,87
23/12/2017,TORINO,1,5,73,82,7
23/12/2017,VENEZIA,7,48,30,6,57
23/12/2017,NAZIONALE,80,9,52,7,16
21/12/2017,BARI,73,3,74,11,33
21/12/2017,CAGLIARI,8,84,28,52,5
21/12/2017,FIRENZE,44,70,6,42,3
21/12/2017,GENOVA,30,39,53,32,42
21/12/2017,MILANO,8,68,56,85,79
21/12/2017,NAPOLI,73,59,22,54,50
21/12/2017,PALERMO,41,51,39,15,16
21/12/2017,ROMA,61,83,7,34,10
21/12/2017,TORINO,18,30,49,52,28
21/12/2017,VENEZIA,88,39,38,33,42
21/12/2017,NAZIONALE,6,88,13,42,80
19/12/2017,BARI,55,77,47,67,11
19/12/2017,CAGLIARI,10,33,52,48,27
19/12/2017,FIRENZE,35,88,86,3,54
19/12/2017,GENOVA,70,72,45,18,9
19/12/2017,MILANO,55,49,35,30,43
19/12/2017,NAPOLI,15,52,49,41,72
19/12/2017,PALERMO,74,26,54,77,90
19/12/2017,ROMA,33,14,56,42,11
19/12/2017,TORINO,82,33,32,83,43
19/12/2017,VENEZIA,3,17,2,24,42
19/12/2017,NAZIONALE,28,79,41,1,52
16/12/2017,BARI,17,37,42,54,48
16/12/2017,CAGLIARI,1,34,5,61,72
16/12/2017,FIRENZE,6,52,13,53,42
16/12/2017,GENOVA,32,13,73,14,21
16/12/2017,MILANO,63,50,76,84,43
16/12/2017,NAPOLI,76,47,73,33,36
16/12/2017,PALERMO,55,68,81,20,59
16/12/2017,ROMA,48,32,53,28,19
16/12/2017,TORINO,5,68,1,41,66
16/12/2017,VENEZIA,57,28,44,10,32
16/12/2017,NAZIONALE,40,85,75,56,14
14/12/2017,BARI,84,23,17,39,3
14/12/2017,CAGLIARI,16,45,51,20,53
14/12/2017,FIRENZE,28,58,78,87,20
14/12/2017,GENOVA,53,81,87,5,34
14/12/2017,MILANO,33,19,2,35,77
14/12/2017,NAPOLI,21,85,30,20,90
14/12/2017,PALERMO,86,85,32,34,75
14/12/2017,ROMA,17,12,13,40,47
14/12/2017,TORINO,55,11,77,6,80
14/12/2017,VENEZIA,31,22,75,78,11
14/12/2017,NAZIONALE,75,3,74,36,46
12/12/2017,BARI,24,30,32,31,72
12/12/2017,CAGLIARI,22,15,19,47,80
12/12/2017,FIRENZE,25,12,64,15,36
12/12/2017,GENOVA,55,36,35,5,38
12/12/2017,MILANO,70,5,40,44,85
12/12/2017,NAPOLI,25,38,35,19,45
12/12/2017,PALERMO,6,32,74,68,66
12/12/2017,ROMA,41,49,38,75,18
12/12/2017,TORINO,56,70,21,23,45
12/12/2017,VENEZIA,11,82,90,60,43
12/12/2017,NAZIONALE,68,36,48,56,88
30/11/2017,BARI,65,34,77,31,82
30/11/2017,CAGLIARI,24,30,16,82,88
30/11/2017,FIRENZE,48,77,38,63,53
30/11/2017,GENOVA,72,88,5,79,49
30/11/2017,MILANO,68,81,64,56,80
30/11/2017,NAPOLI,69,1,51,23,56
30/11/2017,PALERMO,20,41,31,15,60
30/11/2017,ROMA,69,47,87,3,49
30/11/2017,TORINO,37,3,56,26,85
30/11/2017,VENEZIA,89,4,85,25,7
30/11/2017,NAZIONALE,72,14,59,30,77
28/11/2017,BARI,42,78,32,79,51
28/11/2017,CAGLIARI,43,90,38,4,11
28/11/2017,FIRENZE,47,24,39,71,87
28/11/2017,GENOVA,86,58,51,26,15
28/11/2017,MILANO,53,15,62,78,29
28/11/2017,NAPOLI,64,37,28,75,72
28/11/2017,PALERMO,49,37,79,83,74
28/11/2017,ROMA,20,12,77,28,21
28/11/2017,TORINO,30,36,50,37,49
28/11/2017,VENEZIA,54,69,63,45,6
28/11/2017,NAZIONALE,37,12,34,51,47
25/11/2017,BARI,27,14,73,58,59
25/11/2017,CAGLIARI,51,84,37,35,29
25/11/2017,FIRENZE,14,18,84,20,72
25/11/2017,GENOVA,42,58,60,25,8
25/11/2017,MILANO,66,38,27,79,64
25/11/2017,NAPOLI,26,21,16,43,51
25/11/2017,PALERMO,26,74,28,87,42
25/11/2017,ROMA,37,63,64,28,67
25/11/2017,TORINO,40,84,13,73,11
25/11/2017,VENEZIA,54,27,59,62,21
25/11/2017,NAZIONALE,68,80,21,33,55
23/11/2017,BARI,75,45,39,60,43
23/11/2017,CAGLIARI,28,52,62,70,22
23/11/2017,FIRENZE,67,44,83,73,53
23/11/2017,GENOVA,74,72,89,90,59
23/11/2017,MILANO,9,13,32,63,26
23/11/2017,NAPOLI,30,23,90,31,28
23/11/2017,PALERMO,20,13,64,21,46
23/11/2017,ROMA,3,80,84,70,64
23/11/2017,TORINO,7,88,61,64,33
23/11/2017,VENEZIA,41,6,45,1,12
23/11/2017,NAZIONALE,90,18,62,9,85
21/11/2017,BARI,17,79,58,48,28
21/11/2017,CAGLIARI,5,66,68,6,65
21/11/2017,FIRENZE,80,67,11,36,9
21/11/2017,GENOVA,63,59,22,62,32
21/11/2017,MILANO,83,22,32,74,81
21/11/2017,NAPOLI,18,34,72,42,25
21/11/2017,PALERMO,86,13,26,21,78
21/11/2017,ROMA,64,48,8,50,65
21/11/2017,TORINO,83,58,22,18,78
21/11/2017,VENEZIA,17,90,38,67,57
21/11/2017,NAZIONALE,10,22,41,81,89
18/11/2017,BARI,26,55,30,41,15
18/11/2017,CAGLIARI,83,44,43,29,37
18/11/2017,FIRENZE,35,65,61,2,47
18/11/2017,GENOVA,57,28,62,59,37
18/11/2017,MILANO,62,42,56,12,21
18/11/2017,NAPOLI,55,19,59,72,18
18/11/2017,PALERMO,48,34,62,41,55
18/11/2017,ROMA,81,53,50,27,51
18/11/2017,TORINO,40,84,38,64,35
18/11/2017,VENEZIA,5,28,52,3,53
18/11/2017,NAZIONALE,39,3,84,75,26
16/11/2017,BARI,14,61,84,21,50
16/11/2017,CAGLIARI,1,26,74,39,45
16/11/2017,FIRENZE,4,72,24,69,75
16/11/2017,GENOVA,13,38,24,25,17
16/11/2017,MILANO,83,62,41,65,16
16/11/2017,NAPOLI,6,88,12,67,9
16/11/2017,PALERMO,56,8,15,71,31
16/11/2017,ROMA,81,85,23,41,8
16/11/2017,TORINO,12,72,30,52,26
16/11/2017,VENEZIA,69,53,6,11,86
16/11/2017,NAZIONALE,8,62,61,34,65
14/11/2017,BARI,71,29,47,30,63
14/11/2017,CAGLIARI,67,80,61,6,36
14/11/2017,FIRENZE,16,55,86,54,44
14/11/2017,GENOVA,71,80,17,26,20
14/11/2017,MILANO,62,30,48,89,75
14/11/2017,NAPOLI,50,23,90,40,29
14/11/2017,PALERMO,82,9,39,83,1
14/11/2017,ROMA,1,62,74,42,24
14/11/2017,TORINO,73,89,58,7,66
14/11/2017,VENEZIA,68,63,61,7,50
14/11/2017,NAZIONALE,74,26,30,21,90
11/11/2017,BARI,56,47,5,58,34
11/11/2017,CAGLIARI,43,36,69,73,10
11/11/2017,FIRENZE,34,29,88,33,17
11/11/2017,GENOVA,85,60,5,87,44
11/11/2017,MILANO,11,50,44,27,41
11/11/2017,NAPOLI,68,78,25,47,82
11/11/2017,PALERMO,3,85,16,30,17
11/11/2017,ROMA,23,77,14,56,89
11/11/2017,TORINO,31,89,48,52,20
11/11/2017,VENEZIA,2,89,23,34,68
11/11/2017,NAZIONALE,27,83,4,82,50
31/10/2017,BARI,55,86,65,13,84
31/10/2017,CAGLIARI,12,4,84,19,90
31/10/2017,FIRENZE,63,8,79,23,4
31/10/2017,GENOVA,27,10,71,43,1
31/10/2017,MILANO,29,89,7,52,1
31/10/2017,NAPOLI,69,1,78,64,37
31/10/2017,PALERMO,89,73,20,68,9
31/10/2017,ROMA,67,55,4,59,75
31/10/2017,TORINO,40,25,75,67,90
31/10/2017,VENEZIA,8,24,34,80,63
31/10/2017,NAZIONALE,37,75,73,41,7
28/10/2017,BARI,38,26,4,81,49
28/10/2017,CAGLIARI,82,3,80,29,39
28/10/2017,FIRENZE,40,86,85,41,71
28/10/2017,GENOVA,48,79,52,17,19
28/10/2017,MILANO,8,16,80,73,59
28/10/2017,NAPOLI,6,66,5,35,67
28/10/2017,PALERMO,12,5,4,64,7
28/10/2017,ROMA,37,21,12,35,61
28/10/2017,TORINO,68,12,39,18,73
28/10/2017,VENEZIA,84,21,27,43,9
28/10/2017,NAZIONALE,62,1,18,24,85
26/10/2017,BARI,60,30,37,46,83
26/10/2017,CAGLIARI,9,43,37,38,50
26/10/2017,FIRENZE,1,8,13,25,36
26/10/2017,GENOVA,4,46,28,2,81
26/10/2017,MILANO,56,7,77,15,83
26/10/2017,NAPOLI,40,8,59,81,1
26/10/2017,PALERMO,69,48,16,19,58
26/10/2017,ROMA,59,49,36,73,26
26/10/2017,TORINO,88,74,58,11,54
26/10/2017,VENEZIA,37,5,67,39,75
26/10/2017,NAZIONALE,71,62,73,69,50
24/10/2017,BARI,47,63,80,36,69
24/10/2017,CAGLIARI,72,10,2,65,71
24/10/2017,FIRENZE,77,75,62,14,30
24/10/2017,GENOVA,64,22,6,47,61
24/10/2017,MILANO,4,40,86,87,34
24/10/2017,NAPOLI,31,13,52,21,10
24/10/2017,PALERMO,87,66,60,43,69
24/10/2017,ROMA,75,13,44,20,84
24/10/2017,TORINO,61,22,21,8,25
24/10/2017,VENEZIA,12,68,1,70,90
24/10/2017,NAZIONALE,64,33,79,73,41
21/10/2017,BARI,16,13,32,9,76
21/10/2017,CAGLIARI,4,39,58,14,51
21/10/2017,FIRENZE,57,58,39,61,68
21/10/2017,GENOVA,67,84,68,4,72
21/10/2017,MILANO,58,10,38,71,47
21/10/2017,NAPOLI,11,55,57,39,87
21/10/2017,PALERMO,82,29,70,76,69
21/10/2017,ROMA,21,7,9,44,37
21/10/2017,TORINO,51,62,75,23,18
21/10/2017,VENEZIA,70,75,77,42,31
21/10/2017,NAZIONALE,64,24,80,41,31
19/10/2017,BARI,42,69,53,31,45
19/10/2017,CAGLIARI,8,13,89,11,31
19/10/2017,FIRENZE,7,72,59,4,14
19/10/2017,GENOVA,41,52,83,55,38
19/10/2017,MILANO,78,21,13,57,80
19/10/2017,NAPOLI,82,67,24,84,2
19/10/2017,PALERMO,28,79,44,10,31
19/10/2017,ROMA,68,28,2,10,69
19/10/2017,TORINO,4,40,5,37,18
19/10/2017,VENEZIA,59,40,45,77,6
19/10/2017,NAZIONALE,72,54,30,85,62
17/10/2017,BARI,32,45,5,8,59
17/10/2017,CAGLIARI,24,39,28,69,78
17/10/2017,FIRENZE,75,44,8,40,4
17/10/2017,GENOVA,60,77,59,34,49
17/10/2017,MILANO,19,25,88,68,29
17/10/2017,NAPOLI,65,33,4,83,80
17/10/2017,PALERMO,31,60,65,17,71
17/10/2017,ROMA,80,75,56,24,31
17/10/2017,TORINO,39,63,22,41,11
17/10/2017,VENEZIA,69,82,16,48,79
17/10/2017,NAZIONALE,2,84,44,34,39
14/10/2017,BARI,27,90,38,24,34
14/10/2017,CAGLIARI,64,78,51,28,81
14/10/2017,FIRENZE,81,24,9,20,69
14/10/2017,GENOVA,50,79,25,77,2
14/10/2017,MILANO,30,40,46,42,31
14/10/2017,NAPOLI,70,47,64,10,61
14/10/2017,PALERMO,57,13,14,67,60
14/10/2017,ROMA,35,58,3,59,28
14/10/2017,TORINO,30,76,52,13,68
14/10/2017,VENEZIA,79,65,85,81,2
14/10/2017,NAZIONALE,40,32,77,76,62
12/10/2017,BARI,32,5,31,78,90
12/10/2017,CAGLIARI,77,44,23,18,16
12/10/2017,FIRENZE,46,35,58,90,51
12/10/2017,GENOVA,84,81,40,35,34
12/10/2017,MILANO,50,45,52,31,24
12/10/2017,NAPOLI,25,59,84,79,67
12/10/2017,PALERMO,19,28,53,2,5
12/10/2017,ROMA,29,90,28,42,2
12/10/2017,TORINO,54,25,61,39,41
12/10/2017,VENEZIA,33,83,79,72,55
12/10/2017,NAZIONALE,86,48,85,13,1
10/10/2017,BARI,44,41,13,32,42
10/10/2017,CAGLIARI,36,7,22,10,56
10/10/2017,FIRENZE,51,60,89,67,81
10/10/2017,GENOVA,54,83,52,47,30
10/10/2017,MILANO,23,88,89,76,59
10/10/2017,NAPOLI,22,30,46,1,55
10/10/2017,PALERMO,5,28,78,60,7
10/10/2017,ROMA,8,47,88,37,39
10/10/2017,TORINO,7,34,75,76,56
10/10/2017,VENEZIA,59,51,40,46,87
10/10/2017,NAZIONALE,38,64,28,26,21
29/12/2018,BARI,10,88,89,34,77
29/12/2018,CAGLIARI,46,74,56,21,69
29/12/2018,FIRENZE,74,13,87,14,70
29/12/2018,GENOVA,13,11,28,65,89
29/12/2018,MILANO,46,42,67,62,21
29/12/2018,NAPOLI,55,5,31,39,78
29/12/2018,PALERMO,85,5,90,49,36
29/12/2018,ROMA,65,20,39,79,25
29/12/2018,TORINO,10,69,22,66,44
29/12/2018,VENEZIA,13,12,1,27,88
29/12/2018,NAZIONALE,15,78,50,64,44
27/12/2018,BARI,45,9,86,60,54
27/12/2018,CAGLIARI,22,21,1,38,66
27/12/2018,FIRENZE,21,11,51,14,8
27/12/2018,GENOVA,71,2,36,7,46
27/12/2018,MILANO,78,56,38,50,35
27/12/2018,NAPOLI,55,50,7,11,89
27/12/2018,PALERMO,61,78,7,59,15
27/12/2018,ROMA,68,51,43,2,76
27/12/2018,TORINO,81,72,23,3,10
27/12/2018,VENEZIA,59,78,87,34,66
27/12/2018,NAZIONALE,79,50,4,74,23
24/12/2018,BARI,15,10,75,86,49
24/12/2018,CAGLIARI,17,29,72,19,58
24/12/2018,FIRENZE,18,88,20,1,6
24/12/2018,GENOVA,10,5,42,65,20
24/12/2018,MILANO,19,78,7,87,80
24/12/2018,NAPOLI,1,81,77,59,16
24/12/2018,PALERMO,80,1,53,32,77
24/12/2018,ROMA,29,54,20,73,67
24/12/2018,TORINO,6,44,5,88,89
24/12/2018,VENEZIA,72,87,52,6,12
24/12/2018,NAZIONALE,57,43,73,36,90
22/12/2018,BARI,33,3,34,46,35
22/12/2018,CAGLIARI,71,68,80,24,12
22/12/2018,FIRENZE,52,15,36,90,34
22/12/2018,GENOVA,17,6,52,35,42
22/12/2018,MILANO,54,81,79,82,19
22/12/2018,NAPOLI,15,72,32,21,64
22/12/2018,PALERMO,77,38,89,73,48
22/12/2018,ROMA,2,36,5,20,25
22/12/2018,TORINO,1,47,90,37,40
22/12/2018,VENEZIA,31,80,40,35,22
22/12/2018,NAZIONALE,74,57,45,26,56
20/12/2018,BARI,72,34,90,11,3
20/12/2018,CAGLIARI,74,80,42,20,88
20/12/2018,FIRENZE,77,42,78,80,81
20/12/2018,GENOVA,60,89,30,38,46
20/12/2018,MILANO,50,79,74,11,29
20/12/2018,NAPOLI,74,46,1,72,3
20/12/2018,PALERMO,10,63,27,67,58
20/12/2018,ROMA,59,7,37,31,3
20/12/2018,TORINO,6,54,2,84,3
20/12/2018,VENEZIA,51,50,16,55,53
20/12/2018,NAZIONALE,59,43,53,42,83
18/12/2018,BARI,66,15,30,16,12
18/12/2018,CAGLIARI,33,38,28,9,45
18/12/2018,FIRENZE,52,89,83,23,53
18/12/2018,GENOVA,1,53,10,58,88
18/12/2018,MILANO,38,82,90,20,40
18/12/2018,NAPOLI,88,27,18,50,7
18/12/2018,PALERMO,80,13,24,16,74
18/12/2018,ROMA,9,23,32,26,45
18/12/2018,TORINO,86,81,52,28,25
18/12/2018,VENEZIA,34,18,16,56,63
18/12/2018,NAZIONALE,33,48,59,25,80
15/12/2018,BARI,34,49,16,27,31
15/12/2018,CAGLIARI,45,44,24,61,6
15/12/2018,FIRENZE,55,3,60,56,22
15/12/2018,GENOVA,62,85,20,77,42
15/12/2018,MILANO,29,75,17,88,28
15/12/2018,NAPOLI,27,44,53,49,36
15/12/2018,PALERMO,67,65,14,41,56
15/12/2018,ROMA,77,89,25,59,73
15/12/2018,TORINO,43,65,26,45,44
15/12/2018,VENEZIA,77,62,9,80,71
15/12/2018,NAZIONALE,84,16,85,87,54
13/12/2018,BARI,4,81,31,30,14
13/12/2018,CAGLIARI,79,21,70,11,48
13/12/2018,FIRENZE,69,19,80,81,54
13/12/2018,GENOVA,23,41,82,89,72
13/12/2018,MILANO,64,63,46,10,38
13/12/2018,NAPOLI,21,1,69,71,19
13/12/2018,PALERMO,86,88,50,45,3
13/12/2018,ROMA,53,50,24,46,33
13/12/2018,TORINO,35,34,33,12,26
13/12/2018,VENEZIA,30,2,40,58,83
13/12/2018,NAZIONALE,83,27,39,25,87
11/12/2018,BARI,3,84,73,71,40
11/12/2018,CAGLIARI,28,78,74,20,50
11/12/2018,FIRENZE,47,72,54,11,13
11/12/2018,GENOVA,16,58,81,67,48
11/12/2018,MILANO,69,61,22,41,62
11/12/2018,NAPOLI,38,72,53,5,80
11/12/2018,PALERMO,7,66,40,71,21
11/12/2018,ROMA,24,66,10,32,50
11/12/2018,TORINO,73,85,8,27,72
11/12/2018,VENEZIA,47,55,29,52,80
11/12/2018,NAZIONALE,18,82,86,10,46
10/12/2018,BARI,32,58,10,25,13
10/12/2018,CAGLIARI,89,21,62,56,64
10/12/2018,FIRENZE,60,33,44,78,22
10/12/2018,GENOVA,63,82,81,79,72
10/12/2018,MILANO,74,56,28,61,30
10/12/2018,NAPOLI,14,65,81,84,69
10/12/2018,PALERMO,49,56,47,86,9
10/12/2018,ROMA,11,16,13,4,67
10/12/2018,TORINO,86,46,71,79,63
10/12/2018,VENEZIA,60,87,42,90,26
10/12/2018,NAZIONALE,17,23,49,40,41
29/11/2018,BARI,51,21,12,10,62
29/11/2018,CAGLIARI,60,85,81,12,43
29/11/2018,FIRENZE,62,17,11,28,39
29/11/2018,GENOVA,12,67,63,42,28
29/11/2018,MILANO,87,42,58,32,37
29/11/2018,NAPOLI,74,12,27,16,3
29/11/2018,PALERMO,59,89,41,79,52
29/11/2018,ROMA,7,51,39,37,38
29/11/2018,TORINO,67,29,15,14,70
29/11/2018,VENEZIA,33,35,6,3,58
29/11/2018,NAZIONALE,81,23,45,71,14
27/11/2018,BARI,24,26,60,70,6
27/11/2018,CAGLIARI,81,20,10,60,90
27/11/2018,FIRENZE,82,33,88,32,38
27/11/2018,GENOVA,46,73,88,50,71
27/11/2018,MILANO,48,2,15,32,25
27/11/2018,NAPOLI,61,69,26,5,71
27/11/2018,PALERMO,28,5,53,18,76
27/11/2018,ROMA,60,90,89,61,78
27/11/2018,TORINO,1,69,19,43,82
27/11/2018,VENEZIA,15,59,30,25,29
27/11/2018,NAZIONALE,9,61,86,13,88
24/11/2018,BARI,58,7,14,29,40
24/11/2018,CAGLIARI,60,3,53,83,42
24/11/2018,FIRENZE,87,60,23,17,69
24/11/2018,GENOVA,23,57,27,33,32
24/11/2018,MILANO,87,7,21,8,23
24/11/2018,NAPOLI,29,88,32,31,16
24/11/2018,PALERMO,5,58,22,59,90
24/11/2018,ROMA,85,11,37,23,44
24/11/2018,TORINO,25,57,4,17,87
24/11/2018,VENEZIA,51,22,88,21,9
24/11/2018,NAZIONALE,15,36,6,21,48
22/11/2018,BARI,38,70,27,18,15
22/11/2018,CAGLIARI,66,16,71,56,24
22/11/2018,FIRENZE,31,46,1,88,29
22/11/2018,GENOVA,25,74,9,19,17
22/11/2018,MILANO,38,10,47,25,74
22/11/2018,NAPOLI,69,81,85,52,25
22/11/2018,PALERMO,59,35,77,71,87
22/11/2018,ROMA,38,45,3,4,61
22/11/2018,TORINO,82,85,37,27,66
22/11/2018,VENEZIA,45,69,40,33,22
22/11/2018,NAZIONALE,13,52,85,40,34
20/11/2018,BARI,78,61,3,90,80
20/11/2018,CAGLIARI,36,35,15,34,77
20/11/2018,FIRENZE,7,53,5,81,86
20/11/2018,GENOVA,30,21,81,26,82
20/11/2018,MILANO,63,21,55,90,77
20/11/2018,NAPOLI,12,79,6,24,52
20/11/2018,PALERMO,40,23,82,21,9
20/11/2018,ROMA,27,30,11,51,4
20/11/2018,TORINO,44,7,82,83,90
20/11/2018,VENEZIA,38,35,36,65,8
20/11/2018,NAZIONALE,66,9,74,62,11
17/11/2018,BARI,37,70,35,85,13
17/11/2018,CAGLIARI,29,7,85,44,10
17/11/2018,FIRENZE,16,54,72,29,47
17/11/2018,GENOVA,23,52,75,88,38
17/11/2018,MILANO,55,57,81,21,5
17/11/2018,NAPOLI,9,49,40,90,54
17/11/2018,PALERMO,59,82,79,28,26
17/11/2018,ROMA,6,19,2,3,8
17/11/2018,TORINO,31,81,6,5,21
17/11/2018,VENEZIA,62,12,66,21,84
17/11/2018,NAZIONALE,83,63,7,19,64
15/11/2018,BARI,9,62,56,36,86
15/11/2018,CAGLIARI,17,88,83,9,60
15/11/2018,FIRENZE,28,29,53,81,65
15/11/2018,GENOVA,62,53,65,15,21
15/11/2018,MILANO,87,40,70,53,64
15/11/2018,NAPOLI,16,21,22,25,19
15/11/2018,PALERMO,26,65,4,70,9
15/11/2018,ROMA,6,45,40,62,59
15/11/2018,TORINO,22,51,5,26,71
15/11/2018,VENEZIA,89,1,40,69,43
15/11/2018,NAZIONALE,48,43,70,85,28
13/11/2018,BARI,28,48,35,43,90
13/11/2018,CAGLIARI,32,14,4,46,54
13/11/2018,FIRENZE,84,65,64,46,74
13/11/2018,GENOVA,2,77,41,44,76
13/11/2018,MILANO,37,52,82,62,85
13/11/2018,NAPOLI,42,17,12,10,25
13/11/2018,PALERMO,68,69,72,55,28
13/11/2018,ROMA,9,90,45,17,61
13/11/2018,TORINO,40,38,56,19,27
13/11/2018,VENEZIA,40,59,83,71,81
13/11/2018,NAZIONALE,2,31,78,30,55
10/11/2018,BARI,7,33,44,54,71
10/11/2018,CAGLIARI,56,7,36,86,62
10/11/2018,FIRENZE,23,83,38,65,2
10/11/2018,GENOVA,31,10,60,4,83
10/11/2018,MILANO,9,6,51,10,39
10/11/2018,NAPOLI,2,10,13,58,43
10/11/2018,PALERMO,5,79,48,75,15
10/11/2018,ROMA,59,55,85,64,2
10/11/2018,TORINO,74,62,46,39,48
10/11/2018,VENEZIA,56,61,34,84,40
10/11/2018,NAZIONALE,64,12,31,9,32
30/10/2018,BARI,33,70,46,1,55
30/10/2018,CAGLIARI,85,89,78,49,56
30/10/2018,FIRENZE,77,86,32,16,67
30/10/2018,GENOVA,18,47,43,50,21
30/10/2018,MILANO,13,8,27,54,60
30/10/2018,NAPOLI,70,83,44,9,29
30/10/2018,PALERMO,11,20,56,72,16
30/10/2018,ROMA,18,82,58,5,32
30/10/2018,TORINO,12,11,2,85,55
30/10/2018,VENEZIA,26,89,20,65,48
30/10/2018,NAZIONALE,7,17,77,10,31
27/10/2018,BARI,62,20,7,75,9
27/10/2018,CAGLIARI,18,45,43,22,33
27/10/2018,FIRENZE,28,49,10,15,46
27/10/2018,GENOVA,8,45,11,2,27
27/10/2018,MILANO,21,41,13,90,68
27/10/2018,NAPOLI,45,6,82,86,10
27/10/2018,PALERMO,28,82,70,21,66
27/10/2018,ROMA,62,29,39,48,86
27/10/2018,TORINO,81,87,32,43,75
27/10/2018,VENEZIA,18,15,76,45,37
27/10/2018,NAZIONALE,66,74,24,23,57
25/10/2018,BARI,59,58,4,2,26
25/10/2018,CAGLIARI,50,73,41,12,61
25/10/2018,FIRENZE,6,48,60,78,56
25/10/2018,GENOVA,86,78,82,50,49
25/10/2018,MILANO,90,4,59,9,22
25/10/2018,NAPOLI,89,24,83,59,58
25/10/2018,PALERMO,36,61,58,42,22
25/10/2018,ROMA,31,66,22,55,18
25/10/2018,TORINO,81,73,38,30,71
25/10/2018,VENEZIA,5,51,41,90,68
25/10/2018,NAZIONALE,64,2,37,33,50
23/10/2018,BARI,33,57,67,31,38
23/10/2018,CAGLIARI,50,51,81,29,16
23/10/2018,FIRENZE,53,27,81,89,77
23/10/2018,GENOVA,12,29,5,17,62
23/10/2018,MILANO,7,81,60,41,44
23/10/2018,NAPOLI,86,2,14,81,3
23/10/2018,PALERMO,2,70,13,59,17
23/10/2018,ROMA,1,3,62,35,28
23/10/2018,TORINO,76,58,63,29,37
23/10/2018,VENEZIA,52,57,28,6,25
23/10/2018,NAZIONALE,11,59,24,3,66
20/10/2018,BARI,47,75,30,89,67
20/10/2018,CAGLIARI,76,79,17,6,72
20/10/2018,FIRENZE,75,42,74,29,38
20/10/2018,GENOVA,37,41,42,50,62
20/10/2018,MILANO,16,8,80,63,84
20/10/2018,NAPOLI,75,79,32,73,58
20/10/2018,PALERMO,85,81,72,71,38
20/10/2018,ROMA,30,32,71,74,20
20/10/2018,TORINO,74,45,32,47,33
20/10/2018,VENEZIA,64,75,77,30,54
20/10/2018,NAZIONALE,86,79,83,20,25
18/10/2018,BARI,83,49,58,68,65
18/10/2018,CAGLIARI,90,78,76,88,64
18/10/2018,FIRENZE,89,9,1,35,88
18/10/2018,GENOVA,20,50,70,5,3
18/10/2018,MILANO,31,26,4,39,18
18/10/2018,NAPOLI,75,74,3,58,46
18/10/2018,PALERMO,48,77,80,75,4
18/10/2018,ROMA,72,6,25,11,20
18/10/2018,TORINO,74,81,9,66,80
18/10/2018,VENEZIA,21,63,46,27,38
18/10/2018,NAZIONALE,19,75,32,30,49
16/10/2018,BARI,63,11,10,34,24
16/10/2018,CAGLIARI,52,86,36,28,10
16/10/2018,FIRENZE,43,2,21,55,15
16/10/2018,GENOVA,61,48,40,41,11
16/10/2018,MILANO,35,72,69,78,88
16/10/2018,NAPOLI,62,59,36,41,74
16/10/2018,PALERMO,69,27,81,28,73
16/10/2018,ROMA,60,24,82,83,6
16/10/2018,TORINO,81,33,51,5,37
16/10/2018,VENEZIA,73,78,77,39,32
16/10/2018,NAZIONALE,89,4,43,67,45
13/10/2018,BARI,85,90,53,49,35
13/10/2018,CAGLIARI,79,55,50,68,39
13/10/2018,FIRENZE,90,45,52,35,60
13/10/2018,GENOVA,4,23,3,58,33
13/10/2018,MILANO,47,4,23,17,80
13/10/2018,NAPOLI,31,65,16,59,74
13/10/2018,PALERMO,90,50,79,41,16
13/10/2018,ROMA,72,40,3,55,43
13/10/2018,TORINO,31,85,17,36,24
13/10/2018,VENEZIA,18,6,81,22,2
13/10/2018,NAZIONALE,87,56,38,55,40
11/10/2018,BARI,70,84,10,44,42
11/10/2018,CAGLIARI,30,21,71,33,26
11/10/2018,FIRENZE,22,85,76,84,59
11/10/2018,GENOVA,64,63,43,4,33
11/10/2018,MILANO,1,69,51,44,65
11/10/2018,NAPOLI,33,49,40,18,82
11/10/2018,PALERMO,24,56,25,68,17
11/10/2018,ROMA,16,78,48,45,81
11/10/2018,TORINO,67,71,49,84,18
11/10/2018,VENEZIA,44,12,86,68,73
11/10/2018,NAZIONALE,46,51,38,22,5
31/12/2019,BARI,15,13,6,55,51
31/12/2019,CAGLIARI,1,47,80,26,4
