Lotto
Archivio estrazioni Lotto anno 2024 aggiornato al 31/12/2024
Concorso	Data	Bari	Cagliari	Firenze	Genova	Milano	Napoli	Palermo	Roma	Torino	Venezia	Nazionale	
209	31/12/2024	71 86 76 27 44 	20 88 80 79 3 	59 31 44 89 54 	37 38 27 79 10 	47 76 33 54 9 	88 51 71 86 30 	15 13 52 84 20 	37 6 23 50 41 	21 35 58 80 23 	44 85 77 1 33 	39 59 46 49 86 	
208	30/12/2024	37 79 76 30 42 	59 12 81 23 86 	40 45 82 10 21 	31 72 77 30 28 	72 27 67 3 53 	43 56 15 6 25 	78 64 34 23 3 	59 89 39 66 48 	39 11 53 77 25 	89 79 63 59 30 	49 27 3 68 39 	
207	28/12/2024	74 88 66 59 82 	36 39 6 54 53 	1 51 5 20 24 	27 22 70 48 65 	14 67 62 20 40 	9 10 15 22 48 	69 42 26 45 84 	67 59 48 38 79 	5 32 27 47 77 	55 39 8 43 78 	27 1 58 24 88 	
206	27/12/2024	54 49 36 52 60 	61 85 62 42 52 	55 44 59 21 29 	11 12 68 26 48 	88 17 1 74 76 	37 51 26 9 76 	67 78 49 57 69 	20 26 85 4 24 	48 59 75 86 89 	44 58 75 69 10 	85 19 67 65 89 	
205	24/12/2024	26 50 16 58 61 	72 43 48 79 90 	10 14 24 76 89 	17 86 39 15 48 	69 84 6 78 60 	12 59 69 11 77 	63 44 57 21 16 	55 83 7 67 66 	31 59 43 76 6 	2 84 10 50 88 	63 88 55 29 22 	
204	21/12/2024	19 41 16 20 75 	46 61 9 35 37 	74 33 69 80 30 	74 16 18 88 52 	25 78 10 72 77 	70 87 83 34 89 	12 81 47 31 60 	45 42 89 8 40 	74 73 56 70 85 	5 31 35 33 21 	39 19 83 6 68 	
203	20/12/2024	19 1 78 60 5 	25 70 87 36 23 	70 45 42 37 85 	28 39 49 41 42 	78 52 79 85 49 	10 17 6 50 4 	26 40 66 16 51 	43 26 86 19 50 	76 38 49 46 9 	45 73 56 8 4 	79 25 38 54 72 	
202	19/12/2024	53 3 20 2 33 	90 78 81 17 16 	28 68 37 21 31 	10 87 62 36 19 	33 32 36 1 25 	57 79 80 6 14 	61 35 37 2 3 	75 15 60 80 18 	1 33 16 55 64 	30 24 65 11 41 	37 20 31 15 27 	
201	17/12/2024	88 49 64 48 17 	20 46 29 84 81 	42 75 49 38 39 	76 81 54 22 30 	39 40 33 44 21 	80 85 65 64 36 	67 80 55 69 29 	5 79 81 65 9 	72 77 38 3 83 	43 27 87 14 44 	39 83 63 81 72 	
200	14/12/2024	89 61 43 52 1 	56 55 17 38 15 	51 79 50 28 27 	45 21 4 12 86 	77 46 76 85 49 	42 5 21 55 11 	57 49 12 63 35 	27 10 34 7 12 	13 37 69 68 4 	34 6 76 79 45 	81 19 61 39 42 	
