Lotto
Archivio estrazioni Lotto anno 1966 aggiornato al 31/12/1966
Concorso	Data	Bari	Cagliari	Firenze	Genova	Milano	Napoli	Palermo	Roma	Torino	Venezia	Nazionale	
53	31/12/1966	25 45 16 27 14 	84 60 20 70 63 	55 11 15 43 64 	23 30 36 42 57 	21 83 31 89 23 	43 32 42 88 28 	22 56 42 23 28 	42 19 16 60 33 	41 60 55 79 56 	23 17 88 57 73 	     	
52	24/12/1966	38 60 77 83 14 	69 63 43 57 55 	30 49 48 87 17 	70 48 89 69 84 	85 25 80 66 70 	18 38 42 55 6 	50 87 49 45 11 	19 85 88 43 51 	66 40 7 3 33 	33 20 86 68 21 	33 20 86 68 21 	
51	17/12/1966	13 34 29 81 23 	63 85 3 24 59 	6 70 5 78 25 	82 44 81 41 74 	56 37 64 88 81 	10 69 44 43 37 	49 27 64 34 70 	20 17 24 43 82 	62 79 80 13 17 	27 56 24 41 16 	27 56 24 41 16 	
50	10/12/1966	45 49 40 54 55 	53 22 49 2 83 	53 88 38 20 52 	63 44 13 31 28 	18 72 56 73 27 	24 76 35 69 71 	18 20 85 14 33 	50 46 28 19 86 	48 47 9 56 39 	90 74 31 29 15 	90 74 31 29 15 	
49	03/12/1966	22 18 51 5 32 	47 57 90 4 86 	63 9 67 68 90 	81 13 60 86 47 	35 34 15 77 51 	62 1 24 83 36 	75 10 50 65 48 	22 66 12 64 4 	66 24 1 14 87 	9 64 84 45 4 	9 64 84 45 4 	
48	26/11/1966	30 5 87 4 89 	79 84 35 43 54 	3 87 78 50 51 	14 7 76 18 25 	87 71 45 33 32 	17 64 52 10 67 	74 79 67 10 27 	26 17 72 35 45 	87 1 65 76 2 	26 61 72 83 24 	26 61 72 83 24 	
47	19/11/1966	22 63 80 18 20 	42 32 18 68 22 	74 35 75 17 10 	57 19 46 58 32 	53 25 44 16 34 	89 56 7 65 18 	83 8 13 66 2 	37 73 5 2 21 	88 27 9 65 8 	2 86 10 71 63 	2 86 10 71 63 	
46	12/11/1966	75 26 73 65 21 	53 76 25 44 29 	57 86 62 27 70 	83 76 58 2 4 	31 36 80 90 22 	47 77 24 76 70 	77 71 65 16 79 	4 66 14 1 48 	18 2 63 23 11 	14 86 69 11 36 	14 86 69 11 36 	
45	05/11/1966	12 60 78 89 30 	73 41 89 20 88 	64 75 12 1 47 	49 23 64 22 90 	61 17 66 47 65 	73 74 50 62 49 	33 10 47 12 1 	3 5 41 39 83 	22 54 16 70 45 	64 21 6 16 39 	64 21 6 16 39 	
44	29/10/1966	58 28 77 23 73 	25 10 68 4 46 	24 10 45 44 89 	70 21 79 69 5 	71 79 9 64 36 	64 83 11 39 48 	41 44 12 60 1 	56 89 74 34 84 	37 50 9 82 2 	9 74 6 84 35 	9 74 6 84 35 	
43	22/10/1966	7 76 44 71 46 	28 83 3 60 53 	86 65 44 18 20 	72 62 5 65 34 	42 43 80 58 25 	6 43 78 34 32 	42 11 7 63 58 	49 33 34 43 85 	86 22 53 48 21 	32 47 58 48 85 	32 47 58 48 85 	
42	15/10/1966	29 53 80 56 77 	68 47 49 83 87 	57 63 32 16 79 	51 16 63 68 84 	3 88 44 51 27 	30 23 42 5 75 	41 46 58 10 62 	40 42 32 41 77 	68 37 31 65 64 	14 26 69 59 5 	14 26 69 59 5 	
41	08/10/1966	69 85 53 78 60 	33 27 37 39 25 	68 7 73 45 53 	20 67 30 4 33 	87 69 58 88 81 	48 1 37 55 84 	31 42 34 5 38 	18 78 49 48 17 	83 2 26 28 39 	30 51 55 80 27 	30 51 55 80 27 	
40	01/10/1966	69 30 60 66 85 	4 56 31 44 40 	81 63 5 25 75 	82 2 21 75 42 	2 35 18 29 78 	32 27 84 48 82 	26 79 86 54 77 	19 81 2 34 57 	77 65 37 81 51 	47 16 75 69 41 	47 16 75 69 41 	
39	24/09/1966	57 4 16 66 17 	62 30 7 68 60 	6 52 44 76 8 	35 82 14 23 80 	39 10 47 38 55 	22 27 26 14 88 	83 69 52 64 22 	18 19 74 29 16 	50 40 77 65 89 	89 90 42 59 55 	89 90 42 59 55 	
38	17/09/1966	27 62 37 85 89 	50 30 61 72 86 	52 27 19 43 77 	22 6 74 85 30 	3 49 18 90 23 	29 63 38 48 67 	11 64 26 61 59 	69 53 74 45 41 	71 25 54 40 55 	12 53 51 1 71 	12 53 51 1 71 	
37	10/09/1966	65 82 26 36 76 	24 30 11 27 28 	31 27 44 16 41 	60 90 28 78 24 	55 59 76 26 89 	74 33 73 88 14 	11 86 18 67 65 	79 53 11 32 12 	45 67 26 29 55 	34 54 27 26 62 	34 54 27 26 62 	
36	03/09/1966	63 54 73 56 39 	59 56 21 57 76 	29 57 80 42 22 	14 12 25 37 84 	21 3 82 89 81 	38 28 3 81 34 	12 30 63 22 34 	13 67 46 17 68 	59 37 53 75 74 	48 86 82 53 29 	48 86 82 53 29 	
35	27/08/1966	62 84 42 90 4 	69 88 75 37 77 	85 79 45 20 53 	37 26 74 11 59 	52 86 15 23 76 	82 39 33 18 30 	51 41 34 55 38 	11 76 6 13 56 	68 26 76 88 82 	29 51 53 82 58 	29 51 53 82 58 	
34	20/08/1966	58 38 32 9 20 	28 33 68 71 90 	86 34 1 75 90 	65 82 7 53 4 	18 45 17 47 38 	89 53 18 55 3 	32 21 44 56 31 	76 11 68 63 41 	89 12 21 60 27 	13 86 84 5 40 	13 86 84 5 40 	
33	13/08/1966	71 55 39 61 4 	28 4 6 85 73 	51 22 44 47 34 	8 18 40 36 75 	81 70 7 42 2 	20 16 24 85 43 	3 75 2 85 23 	86 4 48 76 75 	1 6 49 34 61 	33 46 20 56 89 	33 46 20 56 89 	
32	06/08/1966	9 40 75 8 38 	49 81 30 20 14 	60 18 21 38 63 	38 35 45 21 62 	83 56 46 53 2 	21 39 23 70 51 	30 25 4 41 5 	61 43 29 69 14 	12 22 5 2 62 	33 90 28 82 66 	33 90 28 82 66 	
31	30/07/1966	88 63 10 55 30 	75 26 51 10 90 	68 78 40 54 66 	58 42 22 43 52 	86 18 11 30 72 	10 16 52 59 18 	1 56 33 11 89 	86 4 47 13 2 	61 27 78 69 58 	15 29 89 25 70 	15 29 89 25 70 	
30	23/07/1966	61 12 58 71 56 	47 19 7 5 16 	68 58 90 82 26 	40 83 20 34 52 	43 76 59 66 2 	83 63 64 41 86 	56 79 20 57 51 	7 39 32 79 87 	42 69 35 80 26 	1 49 31 70 8 	1 49 31 70 8 	
29	16/07/1966	40 87 41 2 61 	22 48 15 27 62 	46 15 50 74 27 	8 90 85 10 35 	60 90 74 37 30 	15 13 88 76 43 	20 70 6 90 24 	64 56 22 74 90 	42 20 39 46 23 	88 1 27 24 79 	88 1 27 24 79 	
28	09/07/1966	85 12 42 46 17 	9 49 61 76 55 	6 84 45 78 3 	81 28 20 84 13 	66 59 45 84 41 	86 90 63 54 37 	31 18 42 64 2 	34 59 49 17 3 	7 51 26 64 82 	54 31 49 41 43 	54 31 49 41 43 	
27	02/07/1966	36 44 25 35 16 	33 24 26 85 53 	16 6 19 32 62 	77 30 17 87 7 	49 6 70 47 35 	78 2 74 17 49 	11 32 79 15 63 	66 27 9 73 90 	76 86 13 11 61 	22 46 33 9 23 	22 46 33 9 23 	
26	25/06/1966	67 59 41 12 29 	51 15 60 85 14 	42 45 88 10 65 	52 54 40 31 6 	16 84 38 5 1 	6 83 36 24 49 	86 45 30 9 13 	18 26 68 88 39 	76 2 20 75 80 	7 65 19 85 6 	7 65 19 85 6 	
25	18/06/1966	48 71 80 22 4 	37 28 22 84 85 	22 67 65 80 58 	15 48 47 78 68 	24 56 52 9 74 	52 13 42 31 50 	76 10 78 16 22 	89 52 79 66 72 	30 29 85 48 14 	27 14 48 42 12 	27 14 48 42 12 	
24	11/06/1966	75 52 7 79 15 	47 88 55 20 5 	58 26 59 23 85 	86 30 53 43 40 	76 10 39 14 86 	64 33 65 36 90 	67 15 40 88 62 	34 3 74 31 51 	11 10 89 30 80 	79 68 62 59 55 	79 68 62 59 55 	
23	04/06/1966	52 89 18 77 13 	80 47 57 20 2 	22 7 2 38 16 	54 37 59 39 31 	32 25 10 55 14 	5 49 44 21 75 	24 39 14 17 69 	17 66 33 90 68 	57 64 12 47 38 	29 10 68 71 77 	29 10 68 71 77 	
22	28/05/1966	69 33 12 61 59 	79 7 65 45 12 	20 45 57 36 61 	21 59 66 42 46 	55 25 57 22 60 	45 76 59 26 82 	21 15 76 57 82 	77 64 80 24 73 	59 79 26 21 60 	10 28 3 81 73 	10 28 3 81 73 	
21	21/05/1966	75 55 4 73 6 	90 8 36 31 54 	68 36 84 27 22 	79 70 35 84 76 	43 70 35 45 50 	19 81 71 62 51 	23 87 62 45 16 	82 71 51 39 18 	54 24 18 30 16 	10 61 83 18 74 	10 61 83 18 74 	
20	14/05/1966	25 71 61 10 4 	71 20 38 39 48 	12 44 80 51 86 	36 73 25 74 81 	59 14 49 50 86 	26 64 7 52 2 	67 11 62 8 10 	6 65 87 89 66 	72 25 78 31 4 	79 53 33 61 89 	79 53 33 61 89 	
19	07/05/1966	48 22 56 14 54 	26 4 37 16 40 	3 34 4 88 53 	7 73 61 38 20 	43 89 11 55 68 	25 34 90 12 54 	16 65 40 27 18 	7 75 39 5 30 	49 5 13 40 71 	23 36 4 57 6 	23 36 4 57 6 	
18	30/04/1966	34 23 44 29 77 	76 31 75 4 51 	83 74 22 73 36 	77 43 38 57 35 	58 18 55 86 22 	88 16 73 35 40 	63 72 39 41 89 	60 81 56 6 54 	57 84 74 25 20 	32 3 46 67 75 	32 3 46 67 75 	
17	23/04/1966	2 61 17 68 89 	2 62 31 82 15 	67 84 47 72 71 	88 20 68 84 51 	60 39 69 58 62 	76 77 36 13 64 	10 17 77 8 13 	71 13 11 19 60 	7 60 23 58 87 	59 5 57 50 76 	59 5 57 50 76 	
16	16/04/1966	44 74 68 71 36 	84 8 42 89 31 	42 55 23 53 72 	54 65 60 30 4 	66 33 31 39 11 	54 22 8 51 86 	65 17 84 24 73 	83 44 62 38 63 	29 48 17 11 6 	65 46 51 84 68 	65 46 51 84 68 	
15	09/04/1966	65 43 42 41 73 	13 47 63 12 51 	69 1 28 3 12 	57 67 37 85 84 	19 73 51 64 58 	9 75 44 14 72 	49 60 82 55 33 	36 82 41 84 58 	18 3 48 42 26 	2 89 68 12 52 	2 89 68 12 52 	
14	02/04/1966	18 9 40 31 24 	87 60 39 68 32 	61 76 2 62 79 	89 27 5 45 90 	78 15 57 13 36 	80 28 56 9 48 	83 47 18 19 71 	59 50 34 15 46 	53 83 5 63 7 	75 84 70 58 10 	75 84 70 58 10 	
13	26/03/1966	62 53 13 6 84 	19 67 50 85 39 	14 26 2 40 48 	19 14 8 41 52 	10 75 22 83 62 	22 85 46 53 41 	21 49 59 16 63 	71 11 85 64 1 	64 60 44 87 1 	26 90 21 79 45 	26 90 21 79 45 	
12	19/03/1966	52 16 55 71 14 	7 86 28 25 90 	28 18 47 3 86 	13 2 70 79 35 	37 34 24 66 83 	63 39 84 7 72 	1 72 9 24 17 	38 48 53 25 50 	59 65 36 71 67 	7 22 29 55 5 	7 22 29 55 5 	
11	12/03/1966	15 35 10 26 32 	29 88 16 24 26 	78 67 39 17 8 	68 21 40 41 72 	33 29 81 51 69 	76 4 85 26 19 	54 25 61 90 6 	9 67 89 35 55 	30 77 10 31 75 	33 32 5 44 38 	33 32 5 44 38 	
10	05/03/1966	7 27 37 79 18 	29 37 28 88 61 	34 28 39 32 86 	36 56 27 74 25 	53 80 21 59 74 	74 62 4 45 41 	5 64 49 15 80 	69 5 74 70 35 	76 12 63 49 69 	41 18 61 37 58 	41 18 61 37 58 	
9	26/02/1966	34 67 33 27 87 	5 63 58 23 88 	64 15 5 25 43 	83 54 29 82 25 	37 27 48 83 16 	9 51 90 62 84 	22 50 52 20 62 	22 34 75 18 3 	51 40 87 29 65 	8 79 6 64 17 	8 79 6 64 17 	
8	19/02/1966	8 14 4 22 59 	3 8 81 32 77 	10 47 32 20 21 	9 80 12 69 57 	30 89 40 36 1 	2 90 50 47 12 	49 16 82 24 32 	29 14 9 71 58 	7 70 1 73 77 	37 40 11 59 22 	37 40 11 59 22 	
7	12/02/1966	31 1 52 79 16 	41 4 1 72 77 	58 10 79 86 30 	40 89 81 55 16 	56 72 80 84 57 	67 15 70 61 26 	51 42 12 21 58 	86 19 58 54 60 	71 15 49 34 48 	35 17 59 14 64 	35 17 59 14 64 	
6	05/02/1966	11 55 68 18 66 	32 7 78 42 69 	33 12 38 49 13 	44 81 46 21 18 	62 45 74 21 47 	65 3 81 49 75 	10 20 71 74 57 	75 70 64 24 25 	42 81 30 73 71 	75 27 48 21 12 	75 27 48 21 12 	
5	29/01/1966	26 31 24 61 12 	70 83 73 48 38 	17 68 16 23 59 	39 22 25 85 7 	15 28 5 82 21 	45 72 84 22 51 	86 18 70 55 89 	17 32 9 72 53 	48 47 77 24 11 	25 75 85 13 15 	25 75 85 13 15 	
4	22/01/1966	12 8 17 35 72 	7 73 17 85 35 	79 24 46 47 44 	48 86 44 88 54 	14 77 63 79 24 	25 68 84 34 46 	6 30 25 9 53 	35 27 30 23 26 	27 22 84 75 41 	60 51 80 57 82 	60 51 80 57 82 	
3	15/01/1966	21 34 24 74 82 	78 55 25 19 1 	18 19 67 63 35 	1 36 79 72 70 	66 10 18 33 72 	78 15 66 41 79 	63 90 1 44 45 	3 69 11 73 67 	16 39 75 45 23 	20 10 77 90 35 	20 10 77 90 35 	
2	08/01/1966	41 53 39 64 75 	72 83 55 3 30 	79 46 49 90 6 	7 57 34 43 29 	10 86 79 41 22 	56 50 74 55 83 	25 10 16 64 24 	39 61 62 59 23 	44 65 79 23 61 	65 80 76 34 6 	65 80 76 34 6 	
1	03/01/1966	6 1 20 25 44 	68 20 31 30 11 	15 3 25 57 69 	3 36 11 47 35 	80 44 13 43 5 	62 76 26 19 7 	33 74 44 8 54 	21 11 9 44 16 	66 84 16 54 57 	74 7 17 70 66 	74 7 17 70 66 	
