Lotto
Archivio estrazioni Lotto anno 1942 aggiornato al 26/12/1942
Concorso	Data	Bari	Cagliari	Firenze	Genova	Milano	Napoli	Palermo	Roma	Torino	Venezia	Nazionale	
52	26/12/1942	44 4 67 36 48 	55 45 32 24 18 	60 16 35 8 78 	59 37 43 55 7 	79 20 64 44 40 	31 87 89 37 22 	9 50 68 21 4 	38 2 65 68 20 	5 84 48 1 75 	56 69 86 55 31 	     	
51	19/12/1942	57 54 37 26 34 	9 76 52 86 20 	9 12 40 21 58 	60 72 79 15 40 	9 37 1 82 60 	39 42 78 62 72 	21 14 3 11 79 	53 52 23 81 49 	76 33 83 40 81 	25 19 67 20 54 	25 19 67 20 54 	
50	12/12/1942	41 10 36 47 21 	2 30 18 76 54 	25 44 65 78 19 	26 33 62 63 83 	5 43 13 17 33 	66 80 71 79 8 	59 3 62 64 70 	70 62 45 56 48 	43 1 26 27 55 	57 20 35 81 64 	57 20 35 81 64 	
49	05/12/1942	62 16 5 69 15 	27 84 42 59 56 	48 37 14 16 64 	1 28 13 68 20 	20 9 51 43 80 	2 65 77 82 13 	74 87 25 76 77 	63 84 9 38 12 	79 50 29 34 30 	20 77 59 63 90 	20 77 59 63 90 	
48	28/11/1942	6 38 9 30 52 	32 63 31 78 53 	39 11 25 74 76 	6 26 68 7 46 	58 90 84 49 31 	36 58 54 27 83 	13 25 21 65 43 	18 22 46 51 58 	24 21 80 61 14 	7 55 25 58 42 	7 55 25 58 42 	
47	21/11/1942	9 22 10 52 88 	25 30 61 85 17 	62 59 69 75 4 	16 13 23 24 51 	86 5 43 31 32 	48 59 60 14 70 	1 48 27 43 39 	38 3 78 13 27 	75 61 38 56 28 	5 68 17 4 88 	5 68 17 4 88 	
46	14/11/1942	7 30 65 80 79 	5 47 8 23 13 	21 88 53 26 16 	30 90 85 32 63 	89 6 47 31 19 	44 38 67 22 51 	90 75 11 14 54 	58 19 51 21 14 	90 62 81 20 2 	32 33 68 41 59 	32 33 68 41 59 	
45	07/11/1942	72 83 70 32 11 	62 57 28 24 87 	28 59 80 17 81 	54 29 56 53 82 	79 80 30 10 8 	3 46 22 8 53 	84 14 41 25 50 	51 89 71 5 80 	47 27 76 77 68 	40 25 65 21 57 	40 25 65 21 57 	
44	31/10/1942	20 73 36 11 89 	72 38 85 25 34 	77 10 14 44 34 	88 44 64 43 20 	1 15 39 81 51 	90 43 13 61 75 	89 88 23 24 65 	66 63 65 60 44 	72 48 31 52 47 	83 59 46 31 65 	83 59 46 31 65 	
43	24/10/1942	56 28 36 85 11 	81 42 31 36 50 	67 89 6 39 61 	29 26 28 24 18 	62 15 22 55 31 	6 66 41 39 87 	50 19 16 41 46 	10 7 69 41 3 	85 86 34 18 6 	90 15 5 76 23 	90 15 5 76 23 	
42	17/10/1942	77 64 6 41 85 	43 81 8 57 65 	31 20 89 15 86 	46 25 23 70 86 	52 29 76 42 67 	16 50 18 6 63 	38 59 71 31 72 	42 81 8 51 27 	50 14 16 7 35 	83 2 24 42 75 	83 2 24 42 75 	
41	10/10/1942	14 88 15 66 43 	70 57 60 11 13 	50 5 43 48 57 	87 3 78 32 60 	85 22 39 2 19 	75 53 54 45 31 	77 68 67 49 10 	39 13 65 90 22 	28 45 35 24 34 	44 73 47 89 27 	44 73 47 89 27 	
40	03/10/1942	16 61 38 44 24 	90 8 60 76 51 	4 15 49 23 17 	40 50 46 79 11 	29 11 26 23 41 	42 65 86 83 55 	46 37 7 88 86 	90 61 44 15 34 	61 62 30 44 65 	3 82 86 78 40 	3 82 86 78 40 	
39	26/09/1942	2 19 65 29 36 	35 86 38 9 81 	75 1 79 37 47 	55 4 20 68 66 	12 82 26 48 87 	75 7 65 77 11 	18 85 45 10 81 	30 70 75 66 37 	63 78 17 79 85 	55 87 66 1 34 	55 87 66 1 34 	
38	19/09/1942	85 59 50 35 88 	90 46 35 77 5 	82 62 14 73 65 	85 61 20 12 86 	78 7 43 84 90 	35 52 10 5 2 	44 65 24 14 53 	30 27 29 51 36 	12 35 79 15 89 	41 64 83 40 13 	41 64 83 40 13 	
37	12/09/1942	28 85 90 1 38 	52 33 50 46 68 	34 4 37 62 35 	52 58 7 4 32 	40 84 3 83 59 	36 18 6 34 70 	86 80 41 32 55 	7 18 57 66 31 	19 9 4 64 18 	29 5 76 14 54 	29 5 76 14 54 	
36	05/09/1942	68 4 71 86 18 	18 16 37 50 38 	64 23 34 21 65 	86 68 59 89 47 	40 41 68 52 47 	35 22 32 37 15 	57 14 70 11 63 	72 36 27 5 46 	61 39 28 67 25 	68 20 11 37 3 	68 20 11 37 3 	
35	29/08/1942	50 18 44 39 35 	45 52 12 19 46 	63 50 6 90 77 	69 56 34 82 72 	2 32 47 3 82 	74 71 88 28 37 	69 44 84 46 13 	1 78 39 4 46 	35 42 19 45 73 	23 19 18 42 82 	23 19 18 42 82 	
