Lotto
Archivio estrazioni Lotto anno 1996 aggiornato al 28/12/1996
Concorso	Data	Bari	Cagliari	Firenze	Genova	Milano	Napoli	Palermo	Roma	Torino	Venezia	Nazionale	
52	28/12/1996	12 58 23 78 5 	47 74 32 77 45 	52 34 90 4 46 	10 16 29 30 26 	29 50 11 40 69 	80 67 33 13 34 	60 22 90 44 84 	44 55 67 36 1 	90 82 62 31 23 	23 35 6 31 89 	     	
51	21/12/1996	50 72 62 85 30 	29 90 8 59 41 	76 67 90 79 62 	17 20 50 66 10 	4 78 65 26 29 	61 25 14 70 85 	19 38 74 46 32 	58 19 27 10 42 	84 21 38 35 47 	42 55 72 50 64 	42 55 72 50 64 	
50	14/12/1996	31 65 2 40 54 	16 8 72 65 31 	88 43 80 26 81 	42 6 44 65 32 	19 90 17 55 29 	50 86 47 70 10 	69 37 28 89 19 	25 27 61 83 67 	75 20 62 76 36 	27 66 61 59 34 	27 66 61 59 34 	
49	07/12/1996	68 26 73 22 12 	1 80 28 71 24 	57 73 17 9 50 	50 44 49 31 62 	73 66 10 72 12 	37 2 44 59 39 	17 44 50 57 56 	38 42 59 87 1 	74 6 63 76 36 	72 58 84 45 44 	72 58 84 45 44 	
48	30/11/1996	85 2 46 3 59 	84 85 19 34 81 	21 28 27 14 56 	71 55 17 88 20 	8 22 30 10 83 	10 7 76 16 4 	32 54 71 44 14 	31 79 60 57 87 	32 31 18 42 54 	54 80 82 55 37 	54 80 82 55 37 	
47	23/11/1996	86 24 61 40 52 	83 13 62 9 53 	77 8 81 73 35 	76 2 51 81 77 	69 56 50 61 65 	3 48 61 71 86 	23 35 25 19 15 	7 17 12 22 43 	21 17 23 22 8 	77 17 50 68 52 	77 17 50 68 52 	
46	16/11/1996	76 37 17 13 87 	53 6 54 59 13 	83 21 41 8 24 	83 68 18 1 69 	84 34 26 23 30 	3 4 87 86 34 	85 43 38 22 80 	62 70 69 41 9 	86 52 70 4 35 	1 67 47 21 23 	1 67 47 21 23 	
45	09/11/1996	85 58 71 66 33 	79 14 66 89 48 	81 7 85 74 10 	7 20 1 15 19 	88 9 15 84 83 	20 36 28 49 13 	75 37 19 5 54 	83 75 57 17 65 	66 51 11 78 84 	39 19 62 90 77 	39 19 62 90 77 	
44	02/11/1996	4 90 48 35 51 	37 61 12 59 33 	57 83 81 46 14 	90 1 20 16 89 	35 78 71 64 6 	59 50 52 40 54 	78 66 10 6 68 	60 57 54 78 2 	89 54 76 84 53 	8 66 47 38 19 	8 66 47 38 19 	
43	26/10/1996	44 34 78 84 59 	50 7 27 59 82 	82 79 12 36 71 	90 69 42 11 63 	83 7 27 29 15 	26 47 53 70 8 	52 75 85 87 61 	37 52 51 29 36 	13 33 18 7 37 	83 44 84 86 45 	83 44 84 86 45 	
42	19/10/1996	82 10 31 57 52 	78 4 15 33 45 	53 60 72 24 20 	85 57 89 59 4 	89 9 11 88 23 	61 31 16 75 8 	51 71 38 29 28 	79 89 50 12 23 	29 60 8 3 59 	46 16 20 15 35 	46 16 20 15 35 	
41	12/10/1996	15 55 59 42 40 	32 87 54 59 31 	23 38 67 19 68 	51 25 66 61 87 	34 50 54 51 31 	3 88 69 31 63 	28 24 4 88 41 	14 50 18 25 7 	82 84 31 20 35 	63 84 59 4 54 	63 84 59 4 54 	
40	05/10/1996	33 2 70 76 84 	76 78 39 58 2 	64 86 71 74 28 	37 75 16 76 45 	28 44 36 18 14 	7 68 80 76 10 	7 90 18 33 2 	89 18 24 66 25 	14 77 21 7 39 	82 59 61 24 83 	82 59 61 24 83 	
39	28/09/1996	67 69 63 61 55 	78 87 89 88 47 	63 73 54 53 23 	35 59 3 10 58 	86 39 49 78 26 	20 73 63 37 42 	30 23 56 64 74 	64 61 65 68 22 	80 16 44 81 24 	30 22 15 36 85 	30 22 15 36 85 	
38	21/09/1996	52 58 11 74 47 	63 21 29 26 67 	1 33 87 42 19 	51 46 28 66 32 	73 38 47 33 86 	28 55 74 67 89 	53 46 90 75 20 	59 6 11 73 53 	19 28 48 89 20 	55 68 14 54 66 	55 68 14 54 66 	
37	14/09/1996	66 86 43 52 8 	24 1 13 85 22 	43 69 50 86 54 	63 13 44 66 46 	46 5 2 51 62 	62 76 36 51 87 	47 32 68 59 8 	17 67 7 77 74 	13 62 46 5 79 	48 38 20 70 84 	48 38 20 70 84 	
36	07/09/1996	66 5 26 24 54 	82 43 83 48 71 	58 48 19 72 11 	80 73 61 70 71 	5 22 4 15 3 	84 64 57 21 42 	44 45 8 79 38 	17 68 59 12 58 	73 22 2 31 61 	11 52 3 51 5 	11 52 3 51 5 	
35	31/08/1996	42 11 67 90 50 	82 54 78 17 1 	45 29 48 90 74 	89 29 90 20 2 	82 38 67 34 24 	75 24 25 33 43 	26 80 64 43 61 	23 18 42 69 82 	48 32 52 46 85 	83 57 60 72 34 	83 57 60 72 34 	
34	24/08/1996	56 62 15 59 5 	50 46 19 43 24 	21 59 61 36 24 	18 76 15 34 45 	36 14 89 50 90 	53 3 16 18 32 	41 31 79 18 3 	24 19 52 38 34 	9 44 36 12 34 	86 1 22 20 84 	86 1 22 20 84 	
33	17/08/1996	80 23 32 68 58 	73 59 46 49 5 	33 50 69 87 41 	41 13 33 29 74 	51 12 2 49 25 	39 3 55 24 38 	10 3 19 80 29 	8 87 21 23 24 	41 12 5 67 64 	23 88 10 49 29 	23 88 10 49 29 	
32	10/08/1996	11 90 33 3 54 	70 83 53 23 16 	90 75 69 20 35 	53 73 18 1 69 	15 46 10 40 20 	36 23 29 31 81 	23 16 11 37 36 	71 54 28 49 20 	72 4 42 81 3 	46 8 43 85 88 	46 8 43 85 88 	
